Feature,Mean_Healthy,SD_Healthy,N_Healthy,Mean_Sick,SD_Sick,N_Sick,Mean_Treated,SD_Treated,N_Treated,p_ANOVA,p_Healthy_vs_Sick,p_Sick_vs_Treated,InjuryChange,TreatmentEffect,FinalEffect,EffectSize_Benefit,EffectSize_Harm
Mean step acceleration X at touchdown - lForepaw (m/s^2),19.7621552845984,23.4941750619441,20,32.3512686899409,11.3513439594046,20,13.0792082496518,48.1926797933678,20,0.156988311011919,0.640340610932896,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - lForepaw std,19.7125408719439,29.3386780559013,20,9.24124121026757,3.96711030640262,20,19.3458361356755,52.4701543533544,20,0.561092028784274,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - hip (m/s^2),-5.30498684973941,20.2037729540886,20,-1.65429076090508,1.46248473197273,20,-10.8439680165103,42.8098870774269,20,0.567211106666546,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - hip std,7.9281779437594,27.7194838899743,20,1.60937493514272,0.708883844181935,20,12.567051709838,50.2052966468251,20,0.578947904749633,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - knee (m/s^2),-16.4828564101055,21.5896322001292,20,-10.6018007535829,4.86462662631489,20,-19.8046979511116,45.2918495495108,20,0.601539410668277,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - knee std,11.7388924698654,27.2432635944646,20,3.58437045925679,1.63021742182748,20,14.9460835540322,50.1349708975813,20,0.535304159195115,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - ankle (m/s^2),-23.0627624769252,21.5366294407128,20,-16.6305628057093,5.81488397871681,20,-25.5221079679172,44.207879232487,20,0.599762818335027,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - ankle std,13.2169597951924,25.5420023756067,20,4.6682105375337,2.12231228846271,20,15.9235999124453,47.2188514291236,20,0.492352624647125,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - lHindpaw (m/s^2),-24.1899152762116,22.7563663348676,20,-16.9958303439112,5.39052512121608,20,-25.9327895478131,45.5920759925007,20,0.601499455821781,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - lHindpaw std,13.9463168173717,25.7250209819182,20,5.17892810653831,2.55475486692526,20,16.1069626664099,48.3282176244225,20,0.516204059071103,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - lHindfingers (m/s^2),-23.7784341015501,22.0541549372764,20,-17.3594704255699,4.91970933349584,20,-25.9584986528742,46.3864054720783,20,0.63964643054175,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - lHindfingers std,14.5424936650602,26.1553441837508,20,4.96849946388589,1.75828215504544,20,16.4396842227906,49.0724832811449,20,0.484995192394342,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - head (m/s^2),-5.07763332618821,25.0097707220544,20,0.779134783653383,1.47810576963132,20,-10.3223293373983,50.3236190384275,20,0.560097707039228,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - head std,9.3676233678669,34.7176760519409,20,1.50594673604532,0.940874036230399,20,14.6789732865356,59.4529184409678,20,0.576632448679219,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 1 (m/s^2),-4.08176515630474,23.6712718293133,20,1.0482102503743,1.93685101305711,20,-9.83094534519621,48.7098664228323,20,0.549445163211732,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 1 std,9.20827415936604,32.6596186436131,20,2.07784703775449,0.923498184537527,20,14.4573203383519,56.9228209756333,20,0.58699502589979,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 2 (m/s^2),-4.41909005256392,22.8146130420162,20,1.2293350475436,1.68550757377468,20,-9.65195626094907,46.446808533532,20,0.519301793384065,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 2 std,9.39918791287306,30.6357771918185,20,2.20031031308519,1.53102025667669,20,14.3073627135179,54.4248847949239,20,0.568678627766241,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 3 (m/s^2),-4.0909228390389,20.7687211914393,20,0.313348042513109,1.98844061492879,20,-9.35989739984213,43.9733117987462,20,0.555458875985181,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 3 std,8.42762314928919,28.636652900915,20,1.6648449857975,0.995144686249588,20,13.3895802922155,52.0114017132102,20,0.558021047173984,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 4 (m/s^2),-5.60780255581229,19.7065300928844,20,-1.7741437175156,1.76301827219912,20,-10.4893210505961,41.5800924164559,20,0.585751141308315,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - spine 4 std,7.81588707277811,25.9784205624038,20,1.7726998701819,1.06024274378007,20,12.7763127399369,49.4032970596361,20,0.560628346812183,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - base (m/s^2),-6.26444152411466,18.1950758731882,20,-2.6668371746859,1.42309568685721,20,-11.3613489211177,39.3240177741309,20,0.547234299504825,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X at touchdown - base std,7.45044509415341,25.0150618273908,20,1.73377275997667,0.919033042773251,20,11.8927528096052,46.2884445296439,20,0.573216019348464,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - shoulder (m/s^2),-0.314538978735552,0.253176721164998,20,-0.352147813282973,0.231013136979044,20,-0.282533247127599,0.321098926188427,20,0.72008895979921,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - shoulder std,0.254917715864553,0.191201324444535,20,0.199413862287325,0.167049686664254,20,0.26700715879706,0.215101639295476,20,0.498846187720734,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - elbow (m/s^2),-1.08599893313693,0.794018614575611,20,-1.19535219409331,0.588638875087455,20,-0.99192488185783,0.484138909445163,20,0.601198534458992,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - elbow std,0.636873317548374,0.35422541847306,20,0.542255069906403,0.403399930784708,20,0.443877714292788,0.277372601898753,20,0.225229508858792,1,0.256839338531804,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - wrist (m/s^2),-3.10947266867251,2.13097530278856,20,-3.52817783242058,1.54562969843184,20,-2.8251065273189,1.30492740586684,20,0.424712557744889,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - wrist std,1.72937201885765,1.11953946990888,20,1.4238388159649,1.09237035161415,20,1.06737970232036,0.601409024025337,20,0.104997628208713,0.966616908080155,0.10408822368927,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - lForepaw (m/s^2),-2.45134321117992,2.29456875680152,20,-2.83631595322704,1.73895888838122,20,-2.26172109574442,1.34689855944837,20,0.603761993463125,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - lForepaw std,1.69274764722391,1.35517972751033,20,1.5953990624676,1.34621571991537,20,1.10408672277795,0.682200760416037,20,0.24262692601899,1,0.35238305595967,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - hip (m/s^2),-0.00439425229764734,0.246465436511337,20,0.137833643955839,0.257930612714213,20,0.0707252068654338,0.301314762609316,20,0.256665751907529,0.302270891410067,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - hip std,0.278438094575647,0.125601253092273,20,0.206717913040224,0.113482055470564,20,0.199440796033462,0.10388268650619,20,0.0632077704833923,0.158346001867528,0.100537415948572,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - knee (m/s^2),0.224403518252806,0.455091727185076,20,0.504456646710814,0.289393425979438,20,0.50312347730004,0.354903831294894,20,0.0296292194006041,0.0626688928848844,0.064433764987079,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - knee std,0.453486245217568,0.256127355647364,20,0.319117261116744,0.229927658079881,20,0.329412744054959,0.231885884570599,20,0.151907948874129,0.244540476686955,0.321124492736503,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - ankle (m/s^2),0.795911899190905,0.702307154856338,20,1.17183403918984,0.424237344513058,20,0.948175695444253,0.419547712947764,20,0.0888901157999936,0.0881994163862304,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - ankle std,0.60417714318698,0.330421582658504,20,0.408680070429565,0.337357468319158,20,0.370093620743711,0.229102986939709,20,0.0391925578395662,0.137940447389451,0.0530873579755769,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - lHindpaw (m/s^2),0.449727062396325,0.63505616067482,20,0.845437733134036,0.371991448818181,20,0.82798159102867,0.540366925476352,20,0.0337593183737199,0.0629973315308137,0.0812016055307581,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - lHindpaw std,0.634657827859255,0.468009881416191,20,0.460031482906966,0.336512996778486,20,0.484713650704076,0.328028903200719,20,0.303338758855239,0.464213468645862,0.662046407706457,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - lHindfingers (m/s^2),0.265798417680565,0.605217500163871,20,0.51971194557759,0.407664799602695,20,0.682473730668109,0.572874279648566,20,0.053966234481515,0.418100848516795,0.0508430597440109,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - lHindfingers std,0.7096537609148,0.539393720281189,20,0.473514012598172,0.330836664103742,20,0.487492489429183,0.3224802012953,20,0.133322989025071,0.221501290109848,0.276250764602395,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - head (m/s^2),-0.0465642764341071,0.222422556252558,20,-0.0181585556420662,0.219809464704289,20,0.0244070523003251,0.263194696685403,20,0.634693190044836,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - head std,0.255867434007129,0.266758397120474,20,0.195672097876773,0.132928514527277,20,0.250664482000489,0.330534750480831,20,0.71534631511482,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 1 (m/s^2),-0.0478997273745138,0.2084617225053,20,-0.104208516941267,0.23412776423703,20,0.00412606285833272,0.281359289117506,20,0.376894736635404,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 1 std,0.227278137275074,0.127895656375139,20,0.231424630356416,0.116466883685226,20,0.273251020539506,0.247818034448398,20,0.655938768308894,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 2 (m/s^2),-0.0726293695299163,0.262468177865815,20,-0.076779944239845,0.237266500694574,20,-0.00674024209857918,0.261340425678581,20,0.62199028589394,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 2 std,0.234901400925893,0.156460856299234,20,0.216175856722788,0.117156793993566,20,0.251164891274322,0.196096973992136,20,0.787464979867099,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 3 (m/s^2),-0.057922926992236,0.300652737102864,20,0.0642832408065095,0.228688615916229,20,0.0892393441249479,0.273526287507721,20,0.189846715147639,0.470071882941507,0.268043443323254,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 3 std,0.239350434054349,0.148126884273953,20,0.232876592043125,0.144141887427316,20,0.248438200526572,0.138515713882345,20,0.942548187167659,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 4 (m/s^2),0.0959033353988912,0.340453220441159,20,0.120492862741627,0.330851501604569,20,0.0345138427827541,0.295242568094941,20,0.687983329150693,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - spine 4 std,0.266916179032085,0.148132154475135,20,0.266772251043944,0.135698945897905,20,0.20405546963953,0.0958183307733756,20,0.212500507915688,1,0.382249829703407,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - base (m/s^2),0.116577346162241,0.294589013945181,20,0.213938456815887,0.420888085584625,20,0.00420962377203759,0.32109057598508,20,0.174448080443438,1,0.941905467662035,0,0,No effect,NaN,NaN
Mean step acceleration X during stance - base std,0.278126559176864,0.177316069784915,20,0.25113316683049,0.146122426259948,20,0.167346896781358,0.0805580777684947,20,0.0411044265752491,1,0.0468982231164992,0,1,No effect,NaN,NaN
Mean step acceleration X during swing - shoulder (m/s^2),0.173999842248052,0.258686912889231,20,0.240360478656951,0.321723598898263,20,-0.0953726139656054,1.11992937840137,20,0.272191515688702,1,0.664462154215126,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - shoulder std,0.279302185122803,0.130352881214395,20,0.222732587600464,0.170549090396234,20,0.516141752786457,1.2300514332961,20,0.399500110029963,1,0.909703510220181,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - elbow (m/s^2),0.910602637048016,0.718151658126598,20,1.12742185491827,0.615738945250359,20,0.804742958153322,1.16622930296546,20,0.49116609577873,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - elbow std,0.55924742720309,0.346277174659578,20,0.531049951425389,0.346263413078205,20,0.707888978157772,1.17984240377257,20,0.718932688332145,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - wrist (m/s^2),2.5020354345498,1.50767186867101,20,3.1936179720537,1.48415180275534,20,2.56319619169127,1.71514458651455,20,0.31296807864554,0.509043911979757,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - wrist std,1.27764811299009,0.584291050393718,20,1.32489383394675,0.748420280936561,20,1.34166461752736,0.950076317622836,20,0.964040274202157,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - lForepaw (m/s^2),1.49736244520562,1.47950119948675,20,2.08509480865642,1.71845859731429,20,1.58932389209279,1.64676813614509,20,0.470719912450054,0.766458898500674,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - lForepaw std,1.20584491076562,0.64428457471952,20,1.3906533675203,0.762479233159216,20,1.22845982950673,0.873620796332288,20,0.708641633743303,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - hip (m/s^2),-0.0458359171064148,0.296644704932873,20,-0.108455237399079,0.316601250745425,20,-0.333476801208061,1.07820640411788,20,0.368355474506504,1,0.54175021335096,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - hip std,0.333786881571973,0.149243010115985,20,0.258581495315959,0.168230583139814,20,0.491044450716467,1.1369533988918,20,0.537037689543105,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - knee (m/s^2),0.138773832781477,0.67493583657836,20,-0.236485118958871,0.350818669677117,20,-0.517800863093166,1.10863825453337,20,0.0336580578842039,0.395589990129704,0.0292277216793373,0,1,No effect,NaN,NaN
Mean step acceleration X during swing - knee std,0.54827172648855,0.315992083506338,20,0.371301461583747,0.231885429006501,20,0.62255603722913,1.19227616373874,20,0.533828628827652,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - ankle (m/s^2),-0.213617312120867,0.864301892383467,20,-0.788484363071275,0.424605743056011,20,-0.833685601260384,1.00302902155013,20,0.0306128453403091,0.0820949606132619,0.0531224488729841,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - ankle std,0.619394510451603,0.397829550508735,20,0.427458049793063,0.233679319303691,20,0.653322729749389,1.27957220741365,20,0.620611704925827,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - lHindpaw (m/s^2),0.114671602381662,0.996657722197425,20,-0.442909986324805,0.533590671504285,20,-0.694879795620871,1.10313812899746,20,0.0211832925804686,0.174450492478304,0.0204871841401819,0,1,No effect,NaN,NaN
Mean step acceleration X during swing - lHindpaw std,0.807782613729012,0.521981755532121,20,0.573419133122043,0.360006658707142,20,0.812342841325471,1.26527019012867,20,0.574699950731196,1,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - lHindfingers (m/s^2),0.275287074008304,0.966957199350204,20,-0.0823470961393737,0.559297798699134,20,-0.542476602874731,1.20117627413614,20,0.0295722534538527,0.712055330145698,0.0251914330855722,0,1,No effect,NaN,NaN
Mean step acceleration X during swing - lHindfingers std,0.916670261805497,0.53257137733493,20,0.589439026598128,0.399929354284114,20,0.90611239541263,1.3360407738139,20,0.400081859225938,0.704607382110055,1,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - head (m/s^2),-0.182177846783866,0.202773524099769,20,-0.152363671205561,0.202871638834315,20,-0.517782100141232,1.16498406631269,20,0.188893267005679,1,0.393086424625681,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - head std,0.250826010656046,0.140696811610806,20,0.244224583014245,0.130532211769716,20,0.511844174366397,1.30797657430898,20,0.454351095484834,1,0.852155962995781,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - spine 1 (m/s^2),-0.142539980026851,0.227636711894991,20,-0.0486853195899191,0.309436922250473,20,-0.456997329564717,1.11747040287109,20,0.149499663673922,1,0.451334778337402,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - spine 1 std,0.23918754614273,0.130274455513541,20,0.288201120561101,0.149424077629467,20,0.540941737023739,1.24990540182345,20,0.380664473809787,1,0.590399619408458,0,0,No effect,NaN,NaN
Mean step acceleration X during swing - spine 2 (m/s^2),-0.0968246054238149,0.327012960734829,20,-0.0714086508957854,0.309661707846918,20,-0.433159519164674,1.16273909744256,20,0.216210080539694,1,0.435222145384833,0,0,No effect,NaN,NaN
